id,train_code,from_station,to_station,path
197,470000500605,临沂,枣庄西,../P/470000500605.json
198,470000500707,枣庄西,日照西,../P/470000500707.json
199,470000500809,日照西,枣庄西,../P/470000500809.json
200,47000050360O,枣庄西,烟台,../P/47000050360O.json
201,49000050380M,青岛北,枣庄西,../P/49000050380M.json
202,490000504609,烟台,菏泽,../P/490000504609.json
203,47000050480E,菏泽,青岛北,../P/47000050480E.json
204,760000560100,巴中,重庆西,../P/760000560100.json
205,7m0000560300,万州,巴中,../P/7m0000560300.json
206,770000560941,重庆北,秀山,../P/770000560941.json
207,770000561028,秀山,重庆北,../P/770000561028.json
208,77000056110W,内江,重庆南,../P/77000056110W.json
209,770000561210,重庆南,内江,../P/770000561210.json
210,76000056190X,峨眉,普雄,../P/76000056190X.json
211,76000056200V,普雄,峨眉,../P/76000056200V.json
212,770000562924,重庆西,遵义,../P/770000562924.json
213,780000563014,遵义,重庆西,../P/780000563014.json
214,760000563340,普雄,攀枝花南,../P/760000563340.json
215,7600005634I0,攀枝花南,普雄,../P/7600005634I0.json
216,77000056350X,内江,昭通,../P/77000056350X.json
217,77000056360Z,昭通,内江,../P/77000056360Z.json
218,770000563800,重庆西,万州,../P/770000563800.json
219,78000056390W,玉屏,贵阳,../P/78000056390W.json
220,78000056400S,贵阳,玉屏,../P/78000056400S.json
221,78000056450W,贵阳,昭通,../P/78000056450W.json
222,770000564719,昭通,贵阳,../P/770000564719.json
223,80000056510G,红果,昆明,../P/80000056510G.json
224,80000056520A,昆明,红果,../P/80000056520A.json
225,93000058010N,乌鲁木齐,阿拉山口,../P/93000058010N.json
226,950000580604,阿拉山口,乌鲁木齐,../P/950000580604.json
227,930000581602,乌鲁木齐,和田,../P/930000581602.json
228,940000581802,和田,乌鲁木齐,../P/940000581802.json
229,13000042290P,营口,沈阳,../P/13000042290P.json
230,12000042300R,沈阳,营口,../P/12000042300R.json
231,19000042450U,通化,长白山,../P/19000042450U.json
232,180000424603,长白山,通化,../P/180000424603.json
233,240000447117,昌平北,承德,../P/240000447117.json
234,24000044730X,承德,昌平北,../P/24000044730X.json
235,27000046211A,太原,蔡家崖,../P/27000046211A.json
236,270000462318,蔡家崖,太原,../P/270000462318.json
237,270000462718,临汾,运城,../P/270000462718.json
238,27000046281D,运城,临汾,../P/27000046281D.json
239,27000046351D,忻州,太原,../P/27000046351D.json
240,27000046361B,太原,忻州,../P/27000046361B.json
241,270000464323,太原,柳林南,../P/270000464323.json
242,270000464460,柳林南,太原,../P/270000464460.json
243,33000046520E,呼和浩特,二连,../P/33000046520E.json
244,40000047060N,南阳,洛阳,../P/40000047060N.json
245,40000047080D,洛阳,南阳,../P/40000047080D.json
246,24000014612A,北京,上海,../P/24000014612A.json
247,5500001462J1,上海,北京,../P/5500001462J1.json
248,330000263524,呼和浩特,兰州,../P/330000263524.json
249,8500002636A1,兰州,呼和浩特,../P/8500002636A1.json
250,270000816101,轩岗,原平,../P/270000816101.json
251,270000816201,原平,轩岗,../P/270000816201.json
252,270000816301,轩岗,原平,../P/270000816301.json
253,270000816401,原平,轩岗,../P/270000816401.json
254,270000816506,临汾,风陵渡,../P/270000816506.json
255,270000816607,风陵渡,临汾,../P/270000816607.json
256,270000817135,太原,沁县,../P/270000817135.json
257,270000817204,沁县,太原,../P/270000817204.json
258,270000881731,灵丘,太原,../P/270000881731.json
259,270000881811,太原,灵丘,../P/270000881811.json
260,270000882112,忻州,河边,../P/270000882112.json
261,270000882212,河边,忻州,../P/270000882212.json
262,270000884504,临汾,运城,../P/270000884504.json
263,270000884904,临汾,侯马,../P/270000884904.json
264,270000885004,侯马,临汾,../P/270000885004.json
265,280000818704,柴沟堡,大同,../P/280000818704.json
266,280000818804,大同,柴沟堡,../P/280000818804.json
267,280000882307,大同,宁武,../P/280000882307.json
268,280000882414,宁武,大同,../P/280000882414.json
269,280000883304,宁武,岢岚,../P/280000883304.json
270,280000883412,岢岚,宁武,../P/280000883412.json
271,390000480200,武昌,平顶山,../P/390000480200.json
272,390000480400,平顶山,鄂州,../P/390000480400.json
273,390000480600,鄂州,武昌,../P/390000480600.json
274,390000480700,信阳,襄阳,../P/390000480700.json
275,410000490304,略阳,安康,../P/410000490304.json
276,420000480800,襄阳,信阳,../P/420000480800.json
277,430000490103,安康,略阳,../P/430000490103.json
278,480000155201,连云港东,太原,../P/480000155201.json
